,trackId,recordingId,DV1,DV2,DV3,DV4,DV5,DV6,DV7,DV8,DV9,DV10,DV11,DV12,DV13,class,label
104,104.0,0.0,0.190880110925075,0.429885657390694,1.23652592386942,60.7346582551984,-121.661849495361,0.135875340866053,0.446145761772853,0.705460251504745,53.5079578673843,-56.0734411925105,0.0,26.3157894736842,0.0,1,0
107,107.0,0.0,0.389640885841907,0.359462683467431,-2.86360888377791,162.556764349959,-72.3278604428321,0.345667199558283,0.287966756213018,-2.98143289146248,62.3632801871905,-64.2134984971309,0.0,13.0769230769231,16.0919540229885,1,0
109,109.0,0.0,0.999417093493044,0.464400249153541,-6.46045343470942,96.9592198194984,-49.7481435229554,0.904374726315789,0.41611060356653,-6.45916945614507,56.3993773578787,-45.7014637583991,0.0,18.5185185185185,22.0588235294118,1,0
110,110.0,0.0,0.806377601826162,1.25909354823765,5.01300179836335,76.2386349346931,-152.492220284602,0.502456772992285,0.513097455621302,0.483944966046214,69.8995397666573,-52.5339465438087,0.0,23.0769230769231,0.0,1,0
112,112.0,0.0,0.116528482457228,0.39292594461808,0.731237778014605,58.968532053997,-73.5182011969498,0.089671775356515,0.432175625,0.478132395860639,49.3745000255306,-62.542466465296,0.0,25.0,18.3098591549296,1,0
115,115.0,0.0,0.54210130581846,0.360060628945492,4.25500472128676,60.1043576390061,-59.406482768566,0.489682427910289,0.367730865051903,3.94126188441691,51.6960464572238,-55.6252667200731,0.0,23.5294117647059,22.5641025641026,1,0
126,126.0,0.0,1.44806371320819,1.20528655916602,9.98443216943296,100.22157039056,-91.2092837537127,1.27888800343633,0.567371496786042,9.33747871382381,83.2699159562155,-40.287039353205,0.0,24.2424242424242,4.375,1,0
132,,,0.218212365536519,0.397634800174224,1.4854882121176,68.3578471083607,-55.0539162195831,0.148855783783784,0.509943584,0.799656374060992,62.882070704137,-38.0151147868245,0.0,24.0,19.375,1,0
137,,,0.402675877140631,1.0223628230373,3.00647804998372,95.8427597709896,-198.726317785716,0.229624210984179,0.436701418685121,0.195394985466595,83.7847146426059,-42.3767124333736,0.0,23.5294117647059,0.0,1,0
141,,,0.916162975353297,1.65955235652277,6.22858577646153,109.295144572834,-165.917741256015,0.48656122748828,0.481738155102041,1.24876491550583,83.674138662757,-14.4708473308058,0.0,22.8571428571429,0.0,1,0
146,,,0.099963730238442,0.25244424014051,0.76251658920401,95.0545043768281,-58.8407855769664,0.076792983341997,0.394701840277778,0.565170819171652,98.328661194389,-50.555021414212,0.0,25.0,23.728813559322,1,0
148,148.0,0.0,0.498361828683809,0.965168188481348,3.60787970732911,120.853192536244,-160.092712355122,0.2618172836031,0.396678412698413,0.502368379807279,80.9841804106361,-32.6838524552228,0.0,21.4285714285714,0.0,1,0
150,150.0,0.0,0.248089219861829,0.265349287604156,1.97444076225142,207.804114796842,-111.109839947744,0.183379565657868,0.191969472318339,1.30135599277333,46.5191536440326,-75.2835931015402,0.0,11.0294117647059,0.0,1,0
162,162.0,0.0,0.146709576936118,0.307629837518785,1.15223695977074,78.5442221141505,-37.0974878740054,0.123326408419366,0.436270486111111,0.87053513552915,75.3384895631141,-25.6686442507388,0.0,25.0,6.91489361702128,1,0
166,166.0,0.0,0.15586794871577,0.37162810629437,1.15013119091852,69.0423357774842,-61.3686907377346,0.103555714499999,0.465309905482042,0.434969734758402,63.5050519653671,-43.2179392331437,0.0,26.0869565217391,11.2994350282486,1,0
175,175.0,0.0,1.17379209121306,1.44387870371716,7.41431437637086,63.6386167285203,-136.832373417464,0.724361509924387,0.504915,1.43803174841576,56.5593481493443,-29.9137368113551,0.0,25.0,0.0,1,0
183,183.0,0.0,0.104250193286919,0.336336130606732,0.711077642692724,73.9239981464208,-41.6899693467111,0.057159407407405,0.436889829867675,0.247399832023606,68.2934220251294,-27.3791484683721,0.0,26.0869565217391,12.7388535031847,1,0
193,193.0,0.0,1.22268941631203,1.31717210804349,8.59100481135583,113.933456905391,-113.609302820992,0.769766237623763,0.384442647058824,3.45575680910262,74.1666802231947,-38.1493601888532,0.0,20.5882352941176,0.0,1,0
198,198.0,0.0,4.43817247956621,1.42611941721757,-126.28510171999,86.6403562515012,-113.986072318148,3.85441364982699,0.859829129514714,-89.8634174257908,73.5969551115397,-96.6852178203432,0.0,22.7272727272727,0.0,1,0
201,201.0,0.0,3.87740610150246,1.0835197613849,-153.060854450565,77.2094996784294,-117.599596511245,3.22282688193545,0.642588024084329,-94.5309842561368,73.4541652143604,-71.9176618628173,0.0,15.8273381294964,0.0,1,0
206,206.0,0.0,0.198762484731926,0.316433268946508,1.41792106208029,129.910434893624,-65.1205259327203,0.157331549840265,0.322711952662722,0.973521973149242,84.1223930583042,-63.0336578856324,0.0,20.5128205128205,23.3766233766234,1,0
207,207.0,0.0,0.67028098841393,0.404241158672833,-5.14242266324833,99.8929536188718,-68.3109224147491,0.604227373717595,0.31886274944,-4.75285469090332,87.8887025752185,-58.4784728995402,0.0,21.6,10.8910891089109,1,0
210,210.0,0.0,0.27047905354124,0.369697645880801,1.83596348089245,108.015341633202,-52.4173692438684,0.214253053720193,0.510744543462381,1.32609644282284,92.0919273706453,-50.0721038295145,0.0,24.3243243243243,24.2857142857143,1,0
222,222.0,0.0,0.415225914560639,0.65203340334582,2.6165787665935,122.706197823734,-79.1640283370885,0.309541209538909,0.506293875236295,1.25691400609099,94.4507159738635,-42.0511712926625,0.0,21.7391304347826,8.59375,1,0
224,224.0,0.0,0.148121875661942,0.443799895927921,1.11774083999572,118.793958398159,-62.0384384022218,0.097767252137608,0.565914761904762,0.480564756312713,93.7516725838968,-37.4080529378748,0.0,23.8095238095238,11.0344827586207,1,0
225,225.0,0.0,0.231854790563302,0.3388762273161,1.76707563062716,54.504034528294,-80.70129833434,0.179795681112746,0.370588984375,1.13443157359274,45.5727374233317,-86.0966735966736,6.76328502415459,25.0,28.2722513089005,1,0
227,227.0,0.0,0.19953187221121,0.23995738961798,-1.73339950063575,106.153078677647,-60.4036857083933,0.163021661748948,0.168471417867334,-1.42104142495231,78.1188970678612,-52.9235618597321,2.29885057471264,6.69456066945607,22.7272727272727,1,0
232,232.0,0.0,0.163793661497906,0.363041904007049,1.26003285556025,100.812252979192,-41.2098385025652,0.12380079351598,0.484220694444444,0.76947538214856,89.84592891964,-36.4157978844837,0.0,22.2222222222222,20.3592814371257,1,0
235,235.0,0.0,0.386115863798359,0.475709350832351,-2.36370008635355,103.818658429984,-40.8142556327922,0.304260549450549,0.357385612698413,-1.60558835690776,80.5521386814107,-29.7319774694742,0.0,15.2380952380952,18.1818181818182,1,0
239,,,0.550361270825794,0.313010016450919,-3.95356909350722,132.569481178758,-71.9456752206886,0.493788505546335,0.198127880609248,-3.90303854236774,64.0287226001512,-72.8843597696057,0.0,11.5702479338843,29.0322580645161,1,0
240,240.0,0.0,0.143929884091433,0.269800682176236,0.993823312051389,110.329936386971,-59.7001798404784,0.101836979945664,0.401015612244898,0.407217989731446,97.4178353885235,-36.7348678601876,0.0,25.0,11.7647058823529,1,0
241,241.0,0.0,0.278922858464071,0.46846001182319,1.80070669956001,94.4374103943779,-68.5699545135768,0.198224413719922,0.533937536,0.668746898181244,96.5317731188039,-43.0275809404945,0.0,24.0,18.8311688311688,1,0
250,,,0.292147694587969,0.656021628131705,2.30824622063318,110.080720290978,-132.561970221446,0.18920045975402,0.431611768707483,0.917643726197318,82.1664050235479,-41.7428725121033,0.0,21.4285714285714,0.0,1,0
257,257.0,0.0,0.137211459789975,0.302737726386544,0.983649788528784,147.356096305362,-47.9585713068194,0.078205449334318,0.374821441322314,0.187736089442417,86.1415404279965,-33.5296716242085,0.0,18.1818181818182,18.9542483660131,1,0
259,259.0,0.0,0.270533256297882,0.282689014054815,2.16720972562326,145.058695656544,-82.3624715490192,0.228959589681003,0.171639556854151,1.6800816657043,47.0597682688999,-77.7987749250619,0.0,10.8108108108108,16.8224299065421,1,0
263,263.0,0.0,0.31679857413776,0.53776606616681,2.13539266514308,110.208586351346,-44.6549446370282,0.260624937142856,0.521801048,1.46929339716619,77.0014727818583,-41.9333051920642,0.0,20.0,11.2,1,0
265,,,0.352954699178321,0.575561546727808,2.03220967975221,66.7100139853757,-48.4623920333182,0.293976972959117,0.555726691871456,1.44716370163195,60.7540097651637,-47.0299778211214,0.0,26.0869565217391,16.9230769230769,1,0
267,267.0,0.0,0.401793166104915,0.573021329639743,2.32077457495447,63.4137935353313,-45.6186390342248,0.333929310941825,0.537700045351474,1.53814076710641,57.3567576335104,-42.6532186948854,0.0,23.8095238095238,14.5038167938931,1,0
279,279.0,0.0,1.67645478237074,0.419947881039596,342.20916777863,207.106682448288,-192.265605757274,0.86877143703137,0.289607677255332,189.193910656351,94.589652751702,-95.1295336787565,6.59163987138264,12.5265392781316,0.0,1,0
280,,,0.124065122778257,0.268693366442681,1.01348077260605,99.9062408784458,-64.6114670077472,0.105897129291454,0.398949897959184,0.889062669086892,95.2686235330538,-57.3116433640261,0.0,25.0,22.680412371134,1,0
284,284.0,0.0,0.62429836178085,0.318783682199091,-5.23985310343874,92.1809550010215,-43.6576443066322,0.577097526664933,0.263783362969737,-5.24297134494693,64.528232429065,-41.3721413721414,0.0,16.8724279835391,40.0,1,0
285,285.0,0.0,0.868933500471051,1.29748603677771,7.2061801617007,61.1073560474665,-148.103657724255,0.59690771710348,0.884018390022676,2.6822522284074,51.198132277145,-23.1228093825829,7.30593607305936,23.8095238095238,0.0,1,0
287,287.0,0.0,0.260276314641769,0.378838530071875,2.22211217764649,134.564722824546,-72.8697633086849,0.226523850536926,0.337143151010701,2.02936451831994,76.3841530222509,-32.2668210937783,0.0,18.9655172413793,10.2272727272727,1,0
294,294.0,0.0,2.7906884898292,0.789808648082624,292.414846127408,132.747258884894,-159.457620098359,1.7183672697182,0.570417644696401,1036.1963190184,97.5524849406537,-97.0724526420343,8.93015030946066,21.6528925619835,0.0,1,0
298,298.0,0.0,3.21267964034131,1.00179866662427,108.876176053276,66.274989894756,-103.821955671962,2.77304023247863,0.428243535171593,99.3807228338654,66.0330915552448,-91.3483407383692,0.0,16.6197183098592,0.0,1,0
303,303.0,0.0,0.916753973266588,1.34926934160897,6.38612800521408,99.6455189014567,-67.9403839809724,0.774145526691052,0.782201553831438,6.09375574811629,61.7703678847071,-62.5485693585047,0.0,16.4948453608247,23.3333333333333,1,0
309,309.0,0.0,3.48348239894635,0.79402247947689,-100.964751615499,88.1964695485459,-63.5741395770154,2.93027491480615,0.337069801479415,-98.8669399597754,87.5353405239015,-67.2801423743921,0.0,23.9495798319328,25.6024096385542,1,0
313,313.0,0.0,0.819948229649702,1.60664451236542,5.32685713774058,131.527863915097,-167.316748522486,0.488990019731758,0.507957085736255,0.771980481357801,91.6695877098618,-82.918322958074,0.0,19.6078431372549,0.0,1,0
316,316.0,0.0,0.121319910989006,0.342126814983077,0.987777132915842,61.283130290514,-44.525318342418,0.096819000034198,0.3970165,0.66844895300344,54.7846045779978,-38.9031741348059,0.0,25.0,20.5298013245033,1,0
323,323.0,0.0,0.218268064245973,0.545325098692481,1.44504874876405,78.9650210077378,-57.4654955282546,0.140241842382457,0.578177443389335,0.559500539874739,69.9249198129267,-47.2211056754346,0.0,24.3243243243243,20.0,1,0
324,324.0,0.0,0.343122945043622,0.351881304502785,2.32277502781842,140.994847534389,-34.7097227252212,0.283651746283692,0.435107229080933,1.90443632868162,85.9735272489583,-26.2621196924106,0.0,18.5185185185185,15.748031496063,1,0
325,325.0,0.0,0.284535998812327,0.368393103928336,1.79637498184047,118.431289479834,-60.5257535927922,0.224182563734806,0.448977825851812,1.22922180664829,89.3167335378806,-57.9292016583395,0.0,20.9302325581395,23.3870967741935,1,0
328,328.0,0.0,3.55124393536112,1.11732920894375,97.2745427560588,95.4136635508498,-61.8856285094632,2.85673713939525,0.663660587614641,78.3495585370075,78.8084174386598,-66.546709506044,7.29166666666667,18.4684684684685,30.225988700565,1,0
330,330.0,0.0,0.177677874885646,0.276164534265791,1.34349205500839,119.944982095634,-69.6219412280472,0.147173304000002,0.4635328,1.07566659624336,98.5598217439744,-56.9567382608556,0.0,23.3333333333333,17.0588235294118,1,0
332,332.0,0.0,0.499197477860388,0.573226364718077,-2.93446987672753,154.005685475173,-51.0557504134398,0.438936792861006,0.596965640074212,-2.71654270916486,95.6610819686424,-39.6890994055377,0.0,18.1818181818182,23.1578947368421,1,0
333,,,0.252828375454447,0.344616890457655,1.89778277568737,111.922570478879,-56.775776161473,0.180711552000001,0.37642679245283,0.747040173060881,64.4721209389979,-56.6891380366992,0.0,18.8679245283019,24.4897959183673,1,0
339,339.0,0.0,0.274388722596842,0.419724841262293,1.72994139997076,91.8574063962188,-56.6512314001135,0.191151973896518,0.547075941230487,0.867265968622686,84.2618696021837,-49.288807867817,0.0,24.2424242424242,18.6567164179104,1,0
340,340.0,0.0,0.22289987934109,0.441389748603201,1.51181495930551,110.876534161297,-69.5986520161095,0.143281611570248,0.378114375573921,0.543295264613833,54.2912270720214,-64.6727625543926,0.0,16.6666666666667,21.8181818181818,1,0
345,345.0,0.0,0.324048949360967,0.41726117961361,2.50300852850734,56.3057607759483,-94.1494834199393,0.234786271090586,0.348484375,0.636965383174499,48.0033052477581,-55.828662652484,0.0,25.0,0.526315789473684,1,0
355,355.0,0.0,0.40186778321925,0.329089447126509,3.4066479866115,122.412069370976,-43.5509603997618,0.358194257185371,0.325641606805293,3.11836082049467,85.9695163115308,-29.169731744397,0.0,19.5652173913043,18.3333333333333,1,0
356,356.0,0.0,1.04592310211101,0.389157589145777,-7.66984944943314,76.6521071487431,-51.6934140502225,0.921878137630269,0.491882944,-6.77061886396666,72.6226421553525,-36.3427536924078,0.0,24.0,16.8367346938775,1,0
357,,,1.45408763085316,0.519778665321099,-10.1224842946106,77.6581110774238,-49.6534750709436,1.30799097134509,0.512238698979592,-10.0332535441645,72.6060626282511,-36.3086131029784,0.0,25.0,8.98876404494382,1,0
362,,,2.67256636209932,1.02038376275974,178.890611982139,68.1713211958228,-81.0973957591398,2.14096226703281,0.363769474880285,100.083671317022,77.6711233001943,-87.9221425501595,9.53177257525084,15.015015015015,34.7169811320755,1,0
363,363.0,0.0,0.160793495489482,0.322083001416751,1.17745800058857,68.0470541466735,-61.0900643126215,0.103714324786325,0.456578636363636,0.638946258927859,62.3014826488277,-44.6348908194412,0.0,22.7272727272727,16.1849710982659,1,0
365,365.0,0.0,0.306999579803556,0.391493995870488,2.61445322236633,132.205506296548,-65.5365087150527,0.265379835910636,0.22195504760241,2.47603456488066,47.3518768960854,-67.2304327384968,0.0,13.0841121495327,25.8620689655172,1,0
370,370.0,0.0,0.44844781718929,0.506722195528269,2.51217565054793,151.887705225813,-52.3665523682872,0.344132309333332,0.488869583637692,1.68221384976898,81.942655364687,-41.3783426211763,0.0,17.5675675675676,18.4210526315789,1,0
373,373.0,0.0,0.334679205526333,0.264099416010869,-2.60257293000194,162.481737108504,-65.1133149649491,0.284994350555649,0.18169251396648,-2.0855061198549,70.6024911232599,-64.6883663620495,0.0,7.82122905027933,26.9230769230769,1,0
375,375.0,0.0,0.388352972235981,0.435795855393651,2.47044664997801,138.745974441668,-67.2667716696868,0.309438661120872,0.501387003734559,1.79428763234044,90.0651661136209,-38.6134220743206,0.0,18.6440677966102,18.5185185185185,1,0
386,2.0,1.0,0.292812906352931,0.439944795699342,1.91987444019199,157.002267245077,-57.5862411906899,0.209230665142857,0.384638464,0.975897985364958,77.8647573587908,-50.9476893169568,0.0,16.0,19.0,1,0
390,,,0.593636296536032,0.455725734562645,-3.43747458982166,79.542272669177,-52.6607067601909,0.487926272699294,0.464356444444444,-2.66737189575583,47.1485269641663,-56.7221581231801,3.50877192982456,20.0,29.3650793650794,1,0
391,7.0,1.0,0.231265372914851,0.455561041574963,1.43573052987257,72.1205446339764,-55.7171193891569,0.186366986500216,0.534597916666667,1.04051080086224,67.2061019292865,-38.5101336664447,0.0,25.0,19.7183098591549,1,0
396,12.0,1.0,0.370846217750192,0.647971846104705,2.17515998932482,76.1678102610295,-73.5677363250822,0.3035314289282,0.611243155006859,1.48193520343481,70.7227409749283,-74.5890948496164,0.0,25.9259259259259,23.4375,1,0
397,13.0,1.0,0.184953297448709,0.412189367614905,1.32356454830376,71.6502599532031,-33.3339829734293,0.158737513774293,0.51469552,1.10884210040554,66.520213023481,-26.8571044193816,0.0,24.0,18.0722891566265,1,0
398,14.0,1.0,0.335022785601877,0.530055513270781,-2.47251175776467,87.4589553609411,-42.8698028232499,0.282384252167327,0.463410501560874,-1.85507782173093,78.470345176753,-26.0884504000393,0.0,25.1612903225806,11.1111111111111,1,0
399,15.0,1.0,0.439594811653904,0.352725123647536,3.17077557990097,57.5037540076831,-47.3775786993677,0.392985222690543,0.353905625,2.86417214541453,48.6379562540395,-48.621257182456,0.0,25.0,26.5536723163842,1,0
402,18.0,1.0,0.199711729252424,0.347835199591901,1.32042818852711,123.690117618755,-44.8664612456951,0.157658497183553,0.395590498765432,0.88551540247659,81.3388831078737,-33.0833122425972,0.0,20.0,13.4228187919463,1,0
408,24.0,1.0,0.52263900283265,0.323185240232714,-3.81911081988135,94.4031998496175,-66.4344148103325,0.420789000646359,0.488993698979592,-2.22616633601413,97.9015847732906,-55.180027778767,0.0,25.0,20.4188481675393,1,0
412,28.0,1.0,0.190945225399769,0.316536171145992,1.35893806241231,65.7742051180626,-52.598798693651,0.126834364542937,0.433641451247165,0.552513498788536,59.7573543800143,-48.7625418060201,0.0,23.8095238095238,18.3431952662722,1,0
416,32.0,1.0,0.423590625505177,0.533728983052534,2.44292182077582,61.871649075873,-49.6389685194934,0.381624721261053,0.520831666666667,2.45964924332139,54.0606540980203,-46.1882187224422,0.0,22.2222222222222,24.4444444444444,1,0
417,33.0,1.0,0.458178139159936,0.51953051065112,3.07252058870093,53.4728400736653,-64.9422238052436,0.396955928341813,0.204821219868517,2.60270003219797,45.086661789536,-78.7680542676033,0.0,14.8648648648649,31.4285714285714,1,0
418,34.0,1.0,0.311288262631426,0.34015753303188,2.04928079874773,163.716355715436,-83.0727897318836,0.244067970920138,0.408905146484375,1.31053088622144,96.6698884626104,-42.0336733847558,0.0,18.75,11.71875,1,0
420,36.0,1.0,0.290386925982772,0.475155225076261,2.12111457706033,132.991868817453,-61.3976204893631,0.247270266234456,0.43633874556213,1.77305372880672,77.2255302396536,-66.3913163462423,0.0,18.4615384615385,29.4573643410853,1,0
427,43.0,1.0,0.340430172208256,0.619701793137723,1.78825220290196,76.4146879326464,-56.5260473349436,0.239070295918367,0.708004209183673,0.801751317129227,70.8397912868015,-47.0135412862432,0.0,25.0,21.4285714285714,1,0
437,53.0,1.0,0.567618480094762,0.542942746933915,-3.63081071491157,73.5141869853812,-46.9526607144859,0.43300377229917,0.414763551038062,-2.02002924634313,70.340515954551,-42.4518435028076,6.31578947368421,10.2941176470588,22.2222222222222,1,0
438,54.0,1.0,0.320190322579898,0.385464592041931,-2.06903712978994,127.801267478649,-92.0688392767458,0.277989223632813,0.287134571767713,-1.99166960723347,74.6207633723779,-69.7461599334456,0.0,9.45945945945946,9.09090909090909,1,0
442,58.0,1.0,2.23615149673138,0.76405590633599,243.468569334979,121.238460846515,-121.116694047486,1.57023857869694,0.509844101899062,103.586663066955,97.8787669669447,-98.8086728615678,9.45945945945946,19.0064794816415,0.0,1,0
446,62.0,1.0,0.425060687638914,0.377589871662379,-3.02259517658699,112.143909190459,-68.1965060400841,0.376218659855769,0.259221730760331,-3.06329541922214,59.8362648942207,-58.0412073165696,0.0,14.2857142857143,21.3114754098361,1,0
448,64.0,1.0,0.38578462340086,0.417678611471516,-2.69881721726553,129.711873416335,-78.9581144661239,0.342981165279429,0.306891714998288,-2.36247751154348,63.1051329995778,-59.8984910836763,0.492610837438424,12.5874125874126,15.0,1,0
449,65.0,1.0,0.225798304276921,0.359767744207067,1.73928068225888,163.949736077396,-129.939361367434,0.172432488756693,0.368398205128205,1.07864321733381,55.9671144129711,-55.3798971966654,0.0,17.948717948718,0.0,1,0
456,72.0,1.0,0.134791268640584,0.389647278192139,0.909515195398371,105.614085775009,-37.7212980485641,0.096700530864199,0.51894130859375,0.517266868740978,96.3831953505353,-18.1270178374146,0.0,25.0,16.8918918918919,1,0
462,78.0,1.0,0.329515100587253,0.452723349277697,2.22902230808975,98.3965938272519,-107.236574361836,0.226223303317967,0.391823829201102,0.765857633377454,54.9697670946551,-82.9846635603931,0.0,18.1818181818182,0.0,1,0
468,84.0,1.0,3.30628769425858,0.660633570796789,-133.43002906267,137.165544988602,-92.221459453055,2.78654101909671,0.516082925089179,-100.088257299147,98.5980617566541,-97.4317679405767,0.0,24.4827586206897,38.3057090239411,1,0
483,99.0,1.0,1.17846383037343,0.733013793203488,-10.5923668463248,52.4561248603447,-62.6038391834467,0.914253067904849,0.219423208102493,-6.36591084593667,56.8868739779571,-47.3815942632096,0.0,27.6315789473684,13.4453781512605,1,0
484,100.0,1.0,0.162045973703808,0.295690671755414,1.2428993232992,156.466650523002,-106.204295465324,0.116602326028451,0.265428324099723,0.640105658742578,55.8980682285245,-78.7909967845659,0.980392156862745,15.7894736842105,0.0,1,0
486,102.0,1.0,0.143605570403859,0.286364901141084,1.13881455389611,111.493924965631,-75.7094139126735,0.103475155095348,0.380702932098765,0.657652631204074,97.5845057312306,-45.8729183975725,0.0,22.2222222222222,17.7142857142857,1,0
489,105.0,1.0,0.189238430937166,0.404607834268053,1.45621339792726,117.245813845521,-58.2140922608379,0.114025005165291,0.330368761850043,0.270526091626862,75.2123309216735,-49.4627507163324,0.0,18.6440677966102,24.1379310344828,1,0
490,106.0,1.0,0.146558505681838,0.338183466584735,-1.04346541298215,70.2747535869291,-94.5163982472936,0.121109709026808,0.19343910114468,-0.835121779108161,37.9985774470646,-89.423890063425,2.87081339712919,8.21917808219178,12.6984126984127,1,0
492,108.0,1.0,0.165388637124729,0.3632335691494,1.2333608191421,70.3600103436479,-69.6611874279811,0.109294746092272,0.454254291115312,0.255657844336834,65.1609292666399,-44.0808203289751,0.0,26.0869565217391,8.52272727272727,1,0
494,110.0,1.0,0.406638562496703,0.313475475768023,-2.91766155036806,162.119083082601,-96.732160794825,0.319827225850341,0.205385163435347,-1.7329100618171,58.4330943642164,-86.3467983771388,8.0952380952381,10.126582278481,9.61538461538462,1,0
